feature_set,fpr,tpr,threshold
Conventional + AlphaEarth Embeddings,0.03263274336283186,0.8282493368700266,0.8246327943549969
Conventional + AlphaEarth Embeddings,0.03263274336283186,0.830238726790451,0.8203110937820585
Conventional + AlphaEarth Embeddings,0.033185840707964605,0.830238726790451,0.8198302971854053
Conventional + AlphaEarth Embeddings,0.033185840707964605,0.8309018567639257,0.8197434120700623
Conventional + AlphaEarth Embeddings,0.034292035398230086,0.8309018567639257,0.818598297297101
Conventional + AlphaEarth Embeddings,0.034292035398230086,0.8328912466843501,0.8138130982906945
Conventional + AlphaEarth Embeddings,0.03484513274336283,0.8328912466843501,0.8136713136793216
Conventional + AlphaEarth Embeddings,0.03484513274336283,0.833554376657825,0.8131851406291837
Conventional + AlphaEarth Embeddings,0.035398230088495575,0.833554376657825,0.8118582525047451
Conventional + AlphaEarth Embeddings,0.035398230088495575,0.8375331564986738,0.8049064805841244
Conventional + AlphaEarth Embeddings,0.03595132743362832,0.8375331564986738,0.8019252481114101
Conventional + AlphaEarth Embeddings,0.03595132743362832,0.8388594164456233,0.8005251649609509
Conventional + AlphaEarth Embeddings,0.03595132743362832,0.8401856763925729,0.7984010185338031
Conventional + AlphaEarth Embeddings,0.03650442477876106,0.8401856763925729,0.7979260259830679
Conventional + AlphaEarth Embeddings,0.03650442477876106,0.8415119363395226,0.7954369952019853
Conventional + AlphaEarth Embeddings,0.03705752212389381,0.8415119363395226,0.7942899425826658
Conventional + AlphaEarth Embeddings,0.03705752212389381,0.8428381962864722,0.793637820315226
Conventional + AlphaEarth Embeddings,0.03761061946902655,0.8428381962864722,0.7935358161955447
Conventional + AlphaEarth Embeddings,0.03761061946902655,0.8441644562334217,0.7929213688651092
Conventional + AlphaEarth Embeddings,0.03761061946902655,0.8454907161803713,0.7922458521812612
Conventional + AlphaEarth Embeddings,0.03926991150442478,0.8454907161803713,0.7888930290252052
Conventional + AlphaEarth Embeddings,0.03926991150442478,0.846816976127321,0.7854880487239904
Conventional + AlphaEarth Embeddings,0.03982300884955752,0.846816976127321,0.7833917478263898
Conventional + AlphaEarth Embeddings,0.03982300884955752,0.8481432360742706,0.7826719522241304
Conventional + AlphaEarth Embeddings,0.03982300884955752,0.8494694960212201,0.7791231250210674
Conventional + AlphaEarth Embeddings,0.040376106194690266,0.8494694960212201,0.7785153433406615
Conventional + AlphaEarth Embeddings,0.040376106194690266,0.8507957559681698,0.7777469832313164
Conventional + AlphaEarth Embeddings,0.04092920353982301,0.8507957559681698,0.7773724390461724
Conventional + AlphaEarth Embeddings,0.04092920353982301,0.8514588859416445,0.7767965593435442
Conventional + AlphaEarth Embeddings,0.041482300884955754,0.8514588859416445,0.7747695176718448
Conventional + AlphaEarth Embeddings,0.041482300884955754,0.8527851458885941,0.7733200181014508
Conventional + AlphaEarth Embeddings,0.0420353982300885,0.8527851458885941,0.7729137143579021
Conventional + AlphaEarth Embeddings,0.0420353982300885,0.853448275862069,0.7718103238908824
Conventional + AlphaEarth Embeddings,0.0420353982300885,0.8547745358090185,0.7707929001489924
Conventional + AlphaEarth Embeddings,0.0420353982300885,0.8561007957559682,0.7686380772425473
Conventional + AlphaEarth Embeddings,0.04314159292035398,0.8561007957559682,0.7644962698044115
Conventional + AlphaEarth Embeddings,0.04314159292035398,0.8574270557029178,0.7594171041039172
Conventional + AlphaEarth Embeddings,0.04424778761061947,0.8574270557029178,0.7562084621936916
Conventional + AlphaEarth Embeddings,0.04424778761061947,0.8587533156498673,0.7488579217573442
Conventional + AlphaEarth Embeddings,0.04480088495575221,0.8587533156498673,0.7488235944187104
Conventional + AlphaEarth Embeddings,0.04480088495575221,0.8594164456233422,0.7409500411333336
